Iso,City,Composer,Work,Start Date,Performances
ch,Winterthur,Rossini,Le comte Ory,2016-01-21,4
ch,Winterthur,"Strauss, J",Die Fledermaus,2015-11-19,4
ch,Winterthur,Verdi,Il trovatore,2015-12-16,3
ch,Winterthur,Verdi,La traviata,2016-03-31,3
ch,Zurich,Bellini,I puritani,2016-06-19,7
ch,Zurich,Bellini,Norma,2015-10-10,4
ch,Zurich,Berg,Wozzeck,2015-09-13,7
ch,Zurich,Bizet,Carmen,2016-03-26,6
ch,Zurich,Bizet,Les Pecheurs de perles,2015-10-25,5
ch,Zurich,Britten,The Turn of the Screw,2015-10-11,4
ch,Zurich,Debussy,Pelleas et Melisande,2016-05-08,8
ch,Zurich,Donizetti,Don Pasquale,2016-01-17,5
ch,Zurich,Dove,The Enchanted Pig,2015-11-14,14
ch,Zurich,Haydn,Orlando paladino,2016-05-07,5
ch,Zurich,Mozart,Cosi fan tutte,2016-05-29,5
ch,Zurich,Mozart,Der Schauspieldirektor,2015-09-12,3
ch,Zurich,Mozart,Die Zauberflote,2016-04-09,5
ch,Zurich,Mozart,La clemenza di Tito,2016-07-01,4
ch,Zurich,Offenbach,Genevieve de Brabant,2015-10-17,6
ch,Zurich,Puccini,La boheme,2015-11-01,12
ch,Zurich,Puccini,Tosca,2016-06-24,5
ch,Zurich,Puccini,Turandot,2015-12-12,6
ch,Zurich,Purcell,King Arthur,2016-02-27,9
ch,Zurich,Rihm,Die Hamletmaschine,2016-01-24,7
ch,Zurich,Rossini,Il viaggio a Reims,2015-12-06,12
ch,Zurich,Rossini,Le comte Ory,2016-03-06,5
ch,Zurich,Schiphorst,Die Gansemagd,2015-12-19,18
ch,Zurich,Sciarrino,Lohengrin,2016-02-17,1
ch,Zurich,"Strauss, R",Elektra,2015-09-20,3
ch,Zurich,"Tchaikovsky, P",Pikovaya Dama,2016-06-12,4
ch,Zurich,Verdi,Falstaff,2015-09-15,5
ch,Zurich,Verdi,La traviata,2015-11-10,6
ch,Zurich,Verdi,Macbeth,2016-04-03,10
ch,Zurich,Verdi,Rigoletto,2016-01-31,6
ch,Zurich,"Wagner, Richard",Der fliegende Hollander,2016-02-13,4
cl,Santiago,Leoncavallo,Pagliacci,2015-10-29,6
cl,Santiago,Mascagni,Cavalleria rusticana,2015-10-29,6
cl,Santiago,Ponchielli,La Gioconda,2016-05-11,5
cl,Santiago,Rossini,Tancredi,2016-07-23,6
cl,Santiago,Verdi,I due Foscari,2015-09-15,6
cl,Santiago,Verdi,La traviata,2016-08-12,6
cl,Santiago,Weill,Aufstieg und Fall der Stadt Mahagonny,2016-06-23,6
cn,Beijing,Bizet,Carmen,2016-02-26,5
cn,Beijing,"Dvorak, A",Rusalka,2016-05-17,6
cn,Beijing,Leoncavallo,Pagliacci,2015-10-28,1
cn,Beijing,Mozart,Le nozze di Figaro,2016-08-03,5
cn,Beijing,Ponchielli,La Gioconda,2016-01-25,7
cn,Beijing,Qing,The Long March,2016-06-29,4
cn,Beijing,Rossini,Il barbiere di Siviglia,2016-07-13,5
cn,Beijing,Saint-Saens,Samson et Dalila,2015-09-09,5
cn,Beijing,"Tang, J",The Dawns Here Are Quiet,2015-11-05,4
cn,Beijing,Verdi,La traviata,2016-04-20,5
cn,Beijing,"Wagner, Richard",Die Meistersinger von Nurnberg,2015-10-09,1
cn,Beijing,"Wagner, Richard",Gotterdammerung,2015-09-22,2
cn,Beijing,"Wagner, Richard",Tannhauser,2016-04-06,5
cn,Beijing,"Wagner, Richard",Tristan und Isolde,2015-10-11,1
co,Bogota,Lehar,Die lustige Witwe,2016-06-03,3
co,Bogota,Mozart,Cosi fan tutte,2015-09-03,4
co,Bogota,Mozart,Die Zauberflote,2016-05-20,3
co,Bogota,Soutullo,La Leyenda del Beso,2016-05-27,3
cr,San José,Puccini,La boheme,2016-07-22,1
cy,Pafos,Rossini,La cenerentola,2015-09-04,3
cz,Brno,Ades,Powder her face,2016-01-29,6
cz,Brno,Bizet,Carmen,2016-03-18,6
cz,Brno,"Dvorak, A",Rusalka,2015-09-18,5
cz,Brno,Hanzlik,La Dafne,2015-12-06,4
cz,Brno,Ivanovic,Carokraj,2015-12-15,5
cz,Brno,Janacek,Jenufa,2015-10-02,6
cz,Brno,Janacek,The Cunning Little Vixen,2016-04-01,4
cz,Brno,Martinu,Epic of Gilgamesh,2016-05-13,5
cz,Brno,Martinu,The Plays of Mary,2015-11-03,6
cz,Brno,Medek,Alice in Bed,2015-10-16,2
cz,Brno,Mozart,Don Giovanni,2016-01-17,2
cz,Brno,Nedbal,Polenblut,2015-09-13,7
cz,Brno,Puccini,Madama Butterfly,2016-04-09,2
cz,Brno,Puccini,Tosca,2015-09-11,7
cz,Brno,Puccini,Turandot,2016-02-06,3
cz,Brno,Purcell,Dido and Aeneas,2016-05-13,5
cz,Brno,Rossini,Il barbiere di Siviglia,2016-02-10,3
cz,Brno,Smetana,Prodana nevesta,2015-10-15,7
cz,Brno,Smetana,The Kiss,2015-01-19,4
cz,Brno,Smetana,The Kiss,2015-12-04,8
cz,Brno,Streul,Papageno spielt auf der Zauberflote,2015-11-12,8
cz,Brno,Verdi,Aida,2015-09-22,4
cz,Brno,Verdi,La traviata,2016-02-02,4
cz,Brno,Verdi,Nabucco,2015-10-25,6
cz,Brno,"Wagner, Richard",Der fliegende Hollander,2016-02-20,2
cz,Ceské Budějovice,Bizet,Carmen,2016-08-02,5
cz,Ceské Budějovice,"Dvorak, A",Rusalka,2016-08-10,5
cz,Ceské Budějovice,Hrimaly,Zaklety princ,2016-01-29,1
cz,Ceské Budějovice,Janacek,The Cunning Little Vixen,2016-07-14,8
cz,Ceské Budějovice,Lehar,Das Land des Lachelns,2015-10-10,6
cz,Ceské Budějovice,Mozart,Le nozze di Figaro,2015-09-23,1
cz,Ceské Budějovice,Verdi,Aida,2015-10-17,5
cz,Liberec,Donizetti,Don Pasquale,2015-09-09,7
cz,Liberec,"Foerster, J",Eva,2015-09-17,3
cz,Liberec,Herve,Mam'zelle Nitouche,2016-03-25,1
cz,Liberec,Mozart,Die Zauberflote,2015-09-25,2
cz,Liberec,Nedbal,Polenblut,2016-01-30,1
cz,Liberec,"Strauss, J",Die Fledermaus,2015-10-29,1
cz,Liberec,Verdi,Aida,2015-12-18,4
cz,Liberec,Verdi,La traviata,2015-11-08,1
cz,Litomysl,Bellini,Norma,2016-06-24,1
cz,Litomysl,Bernstein,Mass,2016-06-12,1
cz,Litomysl,Bizet,Carmen,2016-07-02,1
cz,Litomysl,"Dvorak, A",Cert a Kaca,2016-06-11,1
cz,Litomysl,Gounod,Romeo et Juliette,2016-06-23,1
cz,Litomysl,Mica,Operosa terni Colossi Moles,2016-06-22,4
cz,Litomysl,Smetana,The Brandenburgers in Bohemia,2016-06-19,1
cz,Litomysl,Smetana,The Kiss,2016-07-01,1
cz,Litomysl,Verdi,La traviata,2016-06-10,1
cz,Olomouc,Bizet,Carmen,2015-09-24,3
cz,Olomouc,Friml,Rose-Marie,2015-09-13,4
cz,Olomouc,"Kalman, E",Grafin Mariza,2015-09-08,4
cz,Olomouc,Nedbal,Polenblut,2015-09-22,2
cz,Olomouc,Offenbach,Barbe-bleue,2015-10-16,8
cz,Olomouc,Puccini,Turandot,2015-09-06,4
cz,Olomouc,Rossini,Il barbiere di Siviglia,2015-09-10,8
cz,Olomouc,Smetana,Prodana nevesta,2015-09-28,2
cz,Olomouc,Smetana,The Kiss,2015-10-08,5
cz,Olomouc,"Strauss, J",Die Fledermaus,2015-11-01,3
cz,Olomouc,Ullmann,Der Sturz des Antichrist,2015-10-10,1
cz,Olomouc,Verdi,Rigoletto,2016-01-22,4
cz,Opava,Donizetti,L'elisir d'amore,2015-09-16,6
cz,Opava,Janacek,Jenufa,2015-10-03,1
cz,Opava,"Kalman, E",Grafin Mariza,2016-06-26,1
cz,Opava,Lehar,Die lustige Witwe,2015-09-13,4
cz,Opava,Mascagni,Cavalleria rusticana,2016-02-21,3
cz,Opava,Moniuszko,Halka,2016-02-28,1
cz,Opava,Puccini,Tosca,2015-10-18,10
cz,Opava,"Tchaikovsky, P",Eugene Onegin,2016-01-17,1
cz,Opava,Verdi,Macbeth,2015-09-10,5
cz,Ostrava,Donizetti,Anna Bolena,2016-03-11,2
cz,Ostrava,Donizetti,Maria Stuarda,2016-02-05,4
cz,Ostrava,Donizetti,Roberto Devereux,2015-12-10,13
cz,Ostrava,Giordano,Andrea Chenier,2015-06-18,10
cz,Ostrava,Giordano,Andrea Chenier,2015-09-09,10
cz,Ostrava,Martinu,Les trois souhaits,2015-10-15,13
cz,Ostrava,Prokofiev,The Fiery Angel,2015-10-02,5
cz,Ostrava,Smetana,Certova stena,2016-01-16,3
cz,Ostrava,Smetana,Prodana nevesta,2015-09-27,3
cz,Ostrava,Smetana,The Brandenburgers in Bohemia,2016-06-09,5
cz,Ostrava,"Thomas, A",Hamlet,2016-03-03,9
cz,Ostrava,Verdi,La traviata,2015-11-13,4
cz,Ostrava,Verdi,Nabucco,2015-10-27,5
cz,Plzen,Honegger,Jeanne d'Arc au bucher,2016-06-04,1
cz,Plzen,Janacek,The Diary of One Who has Disappeared,2015-10-08,2
cz,Plzen,"Kalman, E",Die Csardasfurstin,2015-09-26,13
cz,Plzen,Leoncavallo,Pagliacci,2015-09-17,5
cz,Plzen,Mascagni,Cavalleria rusticana,2015-09-17,5
cz,Plzen,Nedbal,Polenblut,2015-10-03,1
cz,Plzen,Puccini,Edgar,2015-10-24,10
cz,Plzen,Rendine,Un segreto d'importanza,2015-09-04,10
cz,Plzen,Rimsky-Korsakov,Mozart et Salieri,2015-09-04,13
cz,Plzen,Smetana,Libuse,2015-09-01,9
cz,Plzen,Smetana,Prodana nevesta,2015-09-19,7
cz,Plzen,Verdi,Aida,2015-09-06,7
cz,Plzen,Verdi,Macbeth,2016-04-02,1
cz,Plzen,Weber,Der Freischutz,2016-01-23,6
cz,Praha,Bellini,Norma,2015-10-02,7
cz,Praha,Bizet,Carmen,2015-08-21,9
cz,Praha,Bizet,Carmen,2015-09-03,11
cz,Praha,Boito,Mefistofele,2015-11-20,8
cz,Praha,"Dvorak, A",Cert a Kaca,2015-09-20,7
cz,Praha,"Dvorak, A",Jakobin,2015-09-01,9
cz,Praha,"Dvorak, A",Rusalka,2015-08-28,7
cz,Praha,"Dvorak, A",Rusalka,2015-09-22,11
cz,Praha,Giordano,Andrea Chenier,2016-05-05,5
cz,Praha,Gounod,Romeo et Juliette,2016-04-21,6
cz,Praha,Humperdinck,Hansel und Gretel,2015-12-02,12
cz,Praha,Ivanovic,Carokraj,2016-06-24,4
cz,Praha,Janacek,From the House of the Dead,2016-05-17,3
cz,Praha,Janacek,Jenufa,2016-02-03,4
cz,Praha,Janacek,The Cunning Little Vixen,2015-10-31,9
cz,Praha,Martinu,Juliette,2016-03-24,7
cz,Praha,Mozart,Cosi fan tutte,2015-10-01,6
cz,Praha,Mozart,Die Entfuhrung aus dem Serail,2016-04-27,3
cz,Praha,Mozart,Die Zauberflote,2015-09-10,15
cz,Praha,Mozart,Die Zauberflote,2016-05-01,4
cz,Praha,Mozart,Don Giovanni,2015-09-04,20
cz,Praha,Mozart,Le nozze di Figaro,2015-09-16,15
cz,Praha,Musorgsky,Boris Godunov,2015-11-06,7
cz,Praha,Puccini,La boheme,2015-08-30,9
cz,Praha,Puccini,La boheme,2016-08-28,1
cz,Praha,Puccini,Madama Butterfly,2016-02-04,10
cz,Praha,Puccini,Madama Butterfly,2016-08-27,1
cz,Praha,Puccini,Tosca,2015-09-05,4
cz,Praha,Puccini,Turandot,2016-03-12,4
cz,Praha,Rossini,Il barbiere di Siviglia,2015-10-10,9
cz,Praha,Rossini,La cenerentola,2016-01-21,9
cz,Praha,Shostakovich,Orango,2015-10-06,3
cz,Praha,Smetana,Libuse,2015-10-28,3
cz,Praha,Smetana,Prodana nevesta,2015-09-09,14
cz,Praha,"Strauss, J",Die Fledermaus,2015-12-20,3
cz,Praha,"Strauss, R",Elektra,2016-06-10,5
cz,Praha,"Strauss, R",Salome,2015-11-12,4
cz,Praha,Stravinsky,Le Rossignol,2015-10-22,10
cz,Praha,"Tchaikovsky, P",Iolanta,2015-10-22,10
cz,Praha,Verdi,Aida,2015-08-22,7
cz,Praha,Verdi,Aida,2016-03-05,3
cz,Praha,Verdi,Il trovatore,2015-09-09,10
cz,Praha,Verdi,La traviata,2015-09-12,10
cz,Praha,Verdi,La traviata,2016-03-27,5
cz,Praha,Verdi,Macbeth,2015-09-03,9
cz,Praha,Verdi,Nabucco,2015-08-29,9
cz,Praha,Verdi,Rigoletto,2015-10-09,10
cz,Ustí nad Labem,"Benes, Jara",Ruze z Argentiny,2015-10-30,1
cz,Ustí nad Labem,Bizet,Les Pecheurs de perles,2015-10-09,5
cz,Ustí nad Labem,Offenbach,La belle Helene,2015-09-30,4
cz,Ustí nad Labem,Offenbach,Les contes d'Hoffmann,2015-12-20,1
cz,Ustí nad Labem,Puccini,Tosca,2015-11-21,2
cz,Ustí nad Labem,Smetana,Prodana nevesta,2015-09-15,3
cz,Ustí nad Labem,Verdi,Il trovatore,2016-01-30,1
cz,Ustí nad Labem,Verdi,Nabucco,2015-09-10,2
cz,Ustí nad Labem,Verdi,Rigoletto,2015-11-04,2
de,Aachen,"Adam, A",Le Toreador,2016-06-25,4
de,Aachen,Boesmans,Au monde,2015-12-06,9
de,Aachen,Handel,Orlando,2015-11-08,6
de,Aachen,Mozart,Die Entfuhrung aus dem Serail,2016-04-10,10
de,Aachen,Naske,Der satanarchaolugenialkohollische Wunschpunsch,2015-11-20,33
de,Aachen,Puccini,Tosca,2015-09-03,16
de,Aachen,Ravel,L'Heure espagnole,2016-06-25,4
de,Aachen,Smetana,Prodana nevesta,2016-06-05,11
de,Aachen,Verdi,Requiem,2016-04-23,1
de,Aachen,"Wagner, Richard",Tannhauser,2016-02-07,10
de,Altenburg,Flotow,Martha,2016-02-14,2
de,Altenburg,Mascagni,Cavalleria rusticana,2016-07-01,2
de,Altenburg,"Strauss, R",Der Rosenkavalier,2015-12-06,2
de,Annaberg-Buchholz,Donizetti,Don Pasquale,2016-04-24,5
de,Annaberg-Buchholz,Lund,Hexe Hillary und der beleidigte Kontrabass,2015-10-12,5
de,Annaberg-Buchholz,Mozart,Cosi fan tutte,2016-01-17,6
de,Annaberg-Buchholz,"Zeller, C",Der Obersteiger,2016-03-13,7
de,Aschaffenburg,Britten,Albert Herring,2016-04-21,2
de,Aschaffenburg,Humperdinck,Hansel und Gretel,2016-05-03,2
de,Aschaffenburg,Lehar,Das Land des Lachelns,2016-06-21,2
de,Augsburg,Donizetti,L'elisir d'amore,2016-05-27,6
de,Augsburg,"Kalman, E",Die Csardasfurstin,2016-02-27,11
de,Augsburg,Offenbach,Les contes d'Hoffmann,2015-11-28,11
de,Augsburg,Shostakovich,Lady Macbeth of Mtsensk,2016-04-16,8
de,Augsburg,Verdi,Macbeth,2015-10-18,6
de,Augsburg,Zemlinsky,Der Konig Kandaules,2015-09-27,8
de,Bad Aibling,"Tchaikovsky, P",Pikovaya Dama,2016-07-16,5
de,Bad Elster,"Strauss, J",Eine Nacht in Venedig,2016-06-10,1
de,Bad Hersfeld,Verdi,Requiem,2016-08-06,2
de,Bad Kissingen,Mozart,Le nozze di Figaro,2015-09-30,1
de,Baden-Baden,Boito,Mefistofele,2016-05-13,3
de,Baden-Baden,Vivaldi,Fida Ninfa,2015-10-29,1
de,Baden-Baden,"Wagner, Richard",Die Walkure,2016-07-07,2
de,Baden-Baden,"Wagner, Richard",Tristan und Isolde,2016-03-19,4
de,Bautzen,Weber,Der Freischutz,2016-01-15,6
de,Bayreuth,Lehar,Das Land des Lachelns,2015-12-26,2
de,Bayreuth,"Wagner, Richard",Das Rheingold,2016-07-26,3
de,Bayreuth,"Wagner, Richard",Der fliegende Hollander (reduction),2016-07-25,10
de,Bayreuth,"Wagner, Richard",Der fliegende Hollander,2016-07-30,5
de,Bayreuth,"Wagner, Richard",Die Walkure,2016-07-27,3
de,Bayreuth,"Wagner, Richard",Gotterdammerung,2016-07-31,4
de,Bayreuth,"Wagner, Richard",Parsifal,2016-07-25,6
de,Bayreuth,"Wagner, Richard",Siegfried,2016-07-29,3
de,Bayreuth,"Wagner, Richard",Tristan und Isolde,2016-08-01,6
de,Berlin,Abraham,Ball im Savoy,2015-09-10,7
de,Berlin,"Bach, JS",Matthaus-Passion,2016-03-24,1
de,Berlin,Bellini,I Capuleti e i Montecchi,2016-02-29,2
de,Berlin,Bellini,Norma,2016-05-07,2
de,Berlin,Bizet,Carmen,2016-04-16,5
de,Berlin,Britten,Peter Grimes,2016-02-07,3
de,Berlin,Britten,The Turn of the Screw,2016-01-31,6
de,Berlin,Cui,Puss in Boots,2015-12-05,22
de,Berlin,Debussy,Pelleas et Melisande,2015-09-09,3
de,Berlin,Donizetti,Betly,2015-11-17,1
de,Berlin,Donizetti,L'elisir d'amore,2015-10-30,4
de,Berlin,Donizetti,L'elisir d'amore,2015-12-18,6
de,Berlin,Donizetti,La favorite,2015-12-02,3
de,Berlin,Donizetti,Lucia di Lammermoor,2015-10-16,4
de,Berlin,Dostal,Clivia,2016-04-22,7
de,Berlin,Feldman,Neither,2016-06-22,4
de,Berlin,Gluck,Orfeo ed Euridice,2016-03-18,7
de,Berlin,Gounod,Faust,2015-12-10,5
de,Berlin,Gruber,Geschichten aus dem Wiener Wald,2016-05-22,5
de,Berlin,"Haas, Georg",Morgen und Abend,2016-04-29,4
de,Berlin,Handel,Giulio Cesare in Egitto,2015-09-11,5
de,Berlin,Handel,Il trionfo del tempo e del disinganno,2015-11-14,3
de,Berlin,Handel,Serse,2016-02-05,7
de,Berlin,Handel,Susanna,2016-05-07,1
de,Berlin,Humperdinck,Hansel und Gretel,2015-12-06,4
de,Berlin,Janacek,The Cunning Little Vixen,2015-12-17,5
de,Berlin,Janacek,The Diary of One Who has Disappeared,2016-05-07,5
de,Berlin,Janacek,Vec Makropulos,2016-02-19,5
de,Berlin,Kagel,Sur scene,2015-11-14,6
de,Berlin,Kats-Chernin,Schneewittchen und die 77 Zwerge,2015-11-01,10
de,Berlin,Lange,Das Gespenst von Canterville,2016-02-25,6
de,Berlin,Leoncavallo,Pagliacci,2015-09-13,4
de,Berlin,Ligeti,"Aventures, nouvelles aventures",2015-11-14,6
de,Berlin,Marschner,Der Vampyr,2016-03-20,6
de,Berlin,"Martin, F",Le vin herbe,2016-02-05,4
de,Berlin,Martinu,Juliette,2016-05-28,7
de,Berlin,Mascagni,Cavalleria rusticana,2015-09-13,4
de,Berlin,Massenet,Cendrillon,2016-06-12,7
de,Berlin,Meyerbeer,L'Africaine,2015-10-04,6
de,Berlin,Mozart,Die Entfuhrung aus dem Serail,2016-06-17,6
de,Berlin,Mozart,Die Zauberflote,2015-09-26,11
de,Berlin,Mozart,Die Zauberflote,2015-11-29,14
de,Berlin,Mozart,Die Zauberflote,2016-03-24,10
de,Berlin,Mozart,Die Zauberflote,2016-05-27,2
de,Berlin,Mozart,Don Giovanni,2015-10-28,3
de,Berlin,Mozart,Don Giovanni,2015-12-13,4
de,Berlin,Mozart,Don Giovanni,2016-04-15,6
de,Berlin,Mozart,La clemenza di Tito,2016-05-27,1
de,Berlin,Mozart,Le nozze di Figaro,2015-10-08,3
de,Berlin,Mozart,Le nozze di Figaro,2015-11-07,7
de,Berlin,Mozart,Le nozze di Figaro,2016-05-01,5
de,Berlin,Offenbach,Fantasio,2016-02-13,2
de,Berlin,Offenbach,La belle Helene,2015-11-06,7
de,Berlin,Offenbach,Les contes d'Hoffmann,2015-10-02,14
de,Berlin,Offenbach,Monsieur Choufleuri,2016-02-10,1
de,Berlin,Oliver,Mario and the Magician,2016-04-09,10
de,Berlin,Parra,Zangezi,2016-02-12,6
de,Berlin,Poulenc,La Voix humaine,2016-05-07,5
de,Berlin,Prokofiev,The Fiery Angel,2015-12-10,5
de,Berlin,Puccini,La boheme,2015-12-04,8
de,Berlin,Puccini,La boheme,2016-01-08,3
de,Berlin,Puccini,Madama Butterfly,2016-04-28,4
de,Berlin,Puccini,Manon Lescaut,2015-11-05,4
de,Berlin,Puccini,Tosca,2015-10-13,7
de,Berlin,Puccini,Tosca,2015-11-21,8
de,Berlin,Puccini,Turandot,2015-09-12,6
de,Berlin,Purcell,Dido and Aeneas,2016-02-25,2
de,Berlin,Rameau,Castor et Pollux,2016-06-22,4
de,Berlin,Rimsky-Korsakov,The Tsar's Bride,2016-04-03,4
de,Berlin,Rossini,Il barbiere di Siviglia,2015-10-26,5
de,Berlin,Rossini,La petite messe solennelle,2016-05-15,1
de,Berlin,"Schoenberg, A",Die Jakobsleiter,2015-09-17,1
de,Berlin,Sciarrino,Luci mie traditrici,2016-07-10,5
de,Berlin,Spoliansky,Es liegt in der Luft,2015-10-23,5
de,Berlin,Steffani,Amor vien dal destino,2016-04-23,5
de,Berlin,Strasnoy,Geschichte,2015-09-27,5
de,Berlin,"Strauss, R",Ariadne auf Naxos,2016-01-17,4
de,Berlin,"Strauss, R",Der Rosenkavalier,2016-04-10,3
de,Berlin,"Strauss, R",Die Liebe der Danae,2016-03-12,3
de,Berlin,"Strauss, R",Die agyptische Helena,2016-03-19,3
de,Berlin,"Strauss, R",Elektra,2016-04-03,4
de,Berlin,"Strauss, R",Salome,2016-01-24,6
de,Berlin,Straus,"Eine Frau, die weiss, was sie will!",2015-10-24,5
de,Berlin,"Tchaikovsky, P",Eugene Onegin,2016-01-31,8
de,Berlin,Verdi,Aida,2015-11-22,6
de,Berlin,Verdi,Il trovatore,2016-05-28,5
de,Berlin,Verdi,Il trovatore,2016-07-08,3
de,Berlin,Verdi,La traviata,2015-12-19,5
de,Berlin,Verdi,La traviata,2016-01-09,7
de,Berlin,Verdi,Nabucco,2015-10-14,5
de,Berlin,Verdi,Rigoletto,2016-03-25,4
de,Berlin,Verdi,Simon Boccanegra,2016-05-05,3
de,Berlin,Verdi,Un ballo in maschera,2015-10-14,4
de,Berlin,"Wagner, Richard",Das Rheingold,2016-06-11,2
de,Berlin,"Wagner, Richard",Der fliegende Hollander,2015-11-12,5
de,Berlin,"Wagner, Richard",Die Meistersinger von Nurnberg,2015-10-03,7
de,Berlin,"Wagner, Richard",Die Walkure,2016-06-12,2
de,Berlin,"Wagner, Richard",Gotterdammerung,2016-06-19,2
de,Berlin,"Wagner, Richard",Lohengrin,2016-01-31,4
de,Berlin,"Wagner, Richard",Parsifal,2016-03-20,3
de,Berlin,"Wagner, Richard","Rienzi, der letzte der Tribunen",2016-02-26,3
de,Berlin,"Wagner, Richard",Siegfried,2016-06-15,2
de,Berlin,"Wagner, Richard",Tannhauser,2015-10-31,4
de,Berlin,"Wagner, Richard",Tristan und Isolde,2016-06-05,3
de,Berlin,Weber,Der Freischutz,2015-09-27,8
de,Bernburg,Suppe,Boccaccio,2016-05-29,1
de,Bielefeld,Britten,Death in Venice,2016-06-11,6
de,Bielefeld,Little,Dog Days,2016-02-27,6
de,Bielefeld,Mozart,Die Zauberflote,2015-09-26,14
de,Bielefeld,Puccini,Gianni Schicchi,2016-04-29,9
de,Bielefeld,Puccini,Il tabarro,2016-04-29,9
de,Bielefeld,Puccini,Suor Angelica,2016-04-29,9
de,Bielefeld,Rossini,La scala di seta,2015-11-28,9
de,Bielefeld,Verdi,Macbeth,2016-01-16,6
de,Bielefeld,"Wagner, Richard",Tannhauser,2015-10-09,3
de,Biel,Britten,Owen Wingrave,2015-11-06,7
de,Biel,Handel,Alcina,2016-04-15,8
de,Biel,Piazzolla,Maria de Buenos Aires,2015-12-11,9
de,Biel,Rossini,Le comte Ory,2015-09-25,9
de,Biel,Verdi,La traviata,2016-02-05,6
de,Bonn,Berlioz,Benvenuto Cellini,2015-11-01,8
de,Bonn,"Dvorak, A",Rusalka,2015-11-15,9
de,Bonn,Lange,"Vom Madchen, das nicht schlafen wollte",2016-02-21,5
de,Bonn,Milch-Sheriff,Conversation with a Stone,2015-11-14,1
de,Bonn,Mozart,Cosi fan tutte,2015-12-06,8
de,Bonn,Mozart,Die Zauberflote,2016-04-24,3
de,Bonn,Piazzolla,Maria de Buenos Aires,2016-01-01,6
de,Bonn,Puccini,Madama Butterfly,2016-04-17,12
de,Bonn,Reznicek,Holofernes,2016-05-29,5
de,Bonn,Rossini,Il barbiere di Siviglia,2015-10-04,8
de,Bonn,Tal,The Garden,2015-11-14,1
de,Bonn,Verdi,Jerusalem,2016-01-31,8
de,Bonn,"Wagner, Richard",Der fliegende Hollander,2015-09-27,14
de,Brandenburg,"Kalman, E",Grafin Mariza,2016-04-29,2
de,Brandenburg,Weill,Die Dreigroschenoper,2015-11-14,6
de,Brandenburg,Weill,Die Dreigroschenoper,2016-02-18,7
de,Braunschweig,Aderhold,Orlando,2016-04-22,8
de,Braunschweig,Brahms,Ein deutsches Requiem,2016-02-19,12
de,Braunschweig,Dove,Mansfield Park,2015-12-05,8
de,Braunschweig,Egk,Peer Gynt,2015-09-27,4
de,Braunschweig,Hubay,Anna Karenina,2015-11-06,5
de,Braunschweig,Offenbach,Les brigands,2016-01-23,10
de,Braunschweig,Piazzolla,Maria de Buenos Aires,2015-12-28,7
de,Braunschweig,Smareglia,La falena,2016-04-15,6
de,Braunschweig,"Tchaikovsky, P",Pikovaya Dama,2016-03-05,10
de,Braunschweig,Verdi,Rigoletto,2015-10-24,11
de,Braunschweig,Vinje,Prinzessin Anna,2016-01-31,3
de,Braunschweig,"Ward, R",The Crucible,2016-05-28,3
de,Bremen,Bellini,I Capuleti e i Montecchi,2016-08-21,1
de,Bremen,Berg,Wozzeck,2016-02-13,12
de,Bremen,Bizet,Carmen,2015-10-10,4
de,Bremen,Britten,Peter Grimes,2015-10-03,9
de,Bremen,Donizetti,Maria Stuarda,2016-04-02,9
de,Bremen,Gaier,Les robots ne connaissent pas le blues,2016-06-16,2
de,Bremen,Kurstner,Anna Karenina,2015-10-30,4
de,Bremen,Massenet,Werther,2016-05-20,8
de,Bremen,Mozart,Die Entfuhrung aus dem Serail,2015-09-06,2
de,Bremen,Mozart,Die Zauberflote,2015-12-11,5
de,Bremen,Orff,Carmina Burana,2016-03-12,7
de,Bremen,Piazzolla,Maria de Buenos Aires,2015-12-06,14
de,Bremen,Rossini,La cenerentola,2015-09-19,1
de,Bremen,Rossini,Tancredi,2016-08-28,1
de,Bremen,Verdi,Rigoletto,2015-10-24,15
de,Bremen,"Wagner, Richard",Der fliegende Hollander,2016-03-06,5
de,Bremerhaven,Eotvos,Der goldene Drache,2016-06-04,5
de,Bremerhaven,Gurlitt,Wozzeck,2016-03-05,7
de,Bremerhaven,Puccini,La boheme,2015-11-07,10
de,Bremerhaven,Rameau,Platee,2015-12-25,7
de,Bremerhaven,"Tchaikovsky, P",Eugene Onegin,2016-04-23,7
de,Chemnitz,Donizetti,Lucia di Lammermoor,2015-09-19,9
de,Chemnitz,Humperdinck,Hansel und Gretel,2015-12-13,5
de,Chemnitz,Lehar,Der Graf von Luxemburg,2015-10-18,10
de,Chemnitz,Massenet,Werther,2016-01-30,9
de,Chemnitz,Rossini,La cenerentola,2015-12-02,8
de,Chemnitz,"Wagner, Richard",Die Meistersinger von Nurnberg,2016-03-19,6
de,Chemnitz,"Wagner, Richard",Parsifal,2016-03-25,2
de,Chemnitz,Zemlinsky,Der Zwerg,2015-11-07,9
de,Coburg,Abraham,Ball im Savoy,2015-10-24,17
de,Coburg,Bellini,Norma,2015-09-24,9
de,Coburg,Delibes,Lakme,2016-05-08,10
de,Coburg,Evers,Gold!,2015-10-18,9
de,Coburg,Nicolai,Die lustigen Weiber von Windsor,2015-12-19,11
de,Coburg,Puccini,La boheme,2015-10-29,11
de,Coburg,Purcell,Dido and Aeneas,2016-06-18,6
de,Coburg,Schubert,Winterreise,2016-01-16,3
