Dog Name,Count,Rank,Date
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,1,1293,07/13/2017 12:00:00 AM
#REF!,110,1,10/11/2017 12:00:00 AM
#REF!,79,2,10/11/2017 12:00:00 AM
#REF!,72,3,10/11/2017 12:00:00 AM
#REF!,68,4,10/11/2017 12:00:00 AM
#REF!,67,5,10/11/2017 12:00:00 AM
#REF!,67,5,10/11/2017 12:00:00 AM
#REF!,61,7,10/11/2017 12:00:00 AM
#REF!,58,8,10/11/2017 12:00:00 AM
#REF!,57,9,10/11/2017 12:00:00 AM
#REF!,55,10,10/11/2017 12:00:00 AM
#REF!,53,11,10/11/2017 12:00:00 AM
#REF!,50,12,10/11/2017 12:00:00 AM
#REF!,49,13,10/11/2017 12:00:00 AM
#REF!,48,14,10/11/2017 12:00:00 AM
#REF!,47,15,10/11/2017 12:00:00 AM
#REF!,47,15,10/11/2017 12:00:00 AM
#REF!,46,17,10/11/2017 12:00:00 AM
#REF!,46,17,10/11/2017 12:00:00 AM
#REF!,46,17,10/11/2017 12:00:00 AM
#REF!,45,20,10/11/2017 12:00:00 AM
#REF!,43,21,10/11/2017 12:00:00 AM
#REF!,43,21,10/11/2017 12:00:00 AM
#REF!,42,23,10/11/2017 12:00:00 AM
#REF!,39,24,10/11/2017 12:00:00 AM
#REF!,38,25,10/11/2017 12:00:00 AM
#REF!,38,25,10/11/2017 12:00:00 AM
#REF!,38,25,10/11/2017 12:00:00 AM
#REF!,37,28,10/11/2017 12:00:00 AM
#REF!,36,29,10/11/2017 12:00:00 AM
#REF!,35,30,10/11/2017 12:00:00 AM
#REF!,34,31,10/11/2017 12:00:00 AM
#REF!,33,32,10/11/2017 12:00:00 AM
#REF!,32,33,10/11/2017 12:00:00 AM
#REF!,31,34,10/11/2017 12:00:00 AM
#REF!,31,34,10/11/2017 12:00:00 AM
#REF!,30,36,10/11/2017 12:00:00 AM
#REF!,29,37,10/11/2017 12:00:00 AM
#REF!,29,37,10/11/2017 12:00:00 AM
#REF!,29,37,10/11/2017 12:00:00 AM
#REF!,28,40,10/11/2017 12:00:00 AM
#REF!,27,41,10/11/2017 12:00:00 AM
#REF!,27,41,10/11/2017 12:00:00 AM
#REF!,27,41,10/11/2017 12:00:00 AM
#REF!,27,41,10/11/2017 12:00:00 AM
#REF!,26,45,10/11/2017 12:00:00 AM
#REF!,26,45,10/11/2017 12:00:00 AM
#REF!,26,45,10/11/2017 12:00:00 AM
#REF!,25,48,10/11/2017 12:00:00 AM
#REF!,25,48,10/11/2017 12:00:00 AM
#REF!,25,48,10/11/2017 12:00:00 AM
#REF!,25,48,10/11/2017 12:00:00 AM
#REF!,24,52,10/11/2017 12:00:00 AM
#REF!,24,52,10/11/2017 12:00:00 AM
#REF!,24,52,10/11/2017 12:00:00 AM
#REF!,24,52,10/11/2017 12:00:00 AM
#REF!,24,52,10/11/2017 12:00:00 AM
#REF!,23,57,10/11/2017 12:00:00 AM
#REF!,23,57,10/11/2017 12:00:00 AM
#REF!,23,57,10/11/2017 12:00:00 AM
#REF!,22,60,10/11/2017 12:00:00 AM
#REF!,22,60,10/11/2017 12:00:00 AM
#REF!,22,60,10/11/2017 12:00:00 AM
#REF!,22,60,10/11/2017 12:00:00 AM
#REF!,22,60,10/11/2017 12:00:00 AM
#REF!,22,60,10/11/2017 12:00:00 AM
#REF!,22,60,10/11/2017 12:00:00 AM
#REF!,21,67,10/11/2017 12:00:00 AM
#REF!,21,67,10/11/2017 12:00:00 AM
#REF!,20,69,10/11/2017 12:00:00 AM
#REF!,20,69,10/11/2017 12:00:00 AM
#REF!,20,69,10/11/2017 12:00:00 AM
#REF!,19,72,10/11/2017 12:00:00 AM
#REF!,19,72,10/11/2017 12:00:00 AM
#REF!,19,72,10/11/2017 12:00:00 AM
#REF!,19,72,10/11/2017 12:00:00 AM
#REF!,19,72,10/11/2017 12:00:00 AM
#REF!,19,72,10/11/2017 12:00:00 AM
#REF!,18,78,10/11/2017 12:00:00 AM
#REF!,18,78,10/11/2017 12:00:00 AM
#REF!,18,78,10/11/2017 12:00:00 AM
#REF!,18,78,10/11/2017 12:00:00 AM
#REF!,18,78,10/11/2017 12:00:00 AM
#REF!,18,78,10/11/2017 12:00:00 AM
#REF!,18,78,10/11/2017 12:00:00 AM
#REF!,17,85,10/11/2017 12:00:00 AM
#REF!,17,85,10/11/2017 12:00:00 AM
#REF!,17,85,10/11/2017 12:00:00 AM
#REF!,16,88,10/11/2017 12:00:00 AM
#REF!,16,88,10/11/2017 12:00:00 AM
#REF!,16,88,10/11/2017 12:00:00 AM
#REF!,16,88,10/11/2017 12:00:00 AM
#REF!,16,88,10/11/2017 12:00:00 AM
#REF!,16,88,10/11/2017 12:00:00 AM
#REF!,16,88,10/11/2017 12:00:00 AM
#REF!,16,88,10/11/2017 12:00:00 AM
#REF!,16,88,10/11/2017 12:00:00 AM
#REF!,15,97,10/11/2017 12:00:00 AM
